datum;dagsrapport
2020-12-12;Julbutiken har fortsättningsvis många besökare. Idag har Annika tagt emot pepparkakshus som ska ställas ut i pepparkaksbyn Sockerviken.
2020-12-11;Även idag har det varit lugnare med besökare, både till museét och butiken. Men mellan 14-16 så kom en hel del bara för att handla.
2020-12-10;Inte så många besökare idag, men många som besökte butiken och så sålde vi flera gåvomedlemskap som julklapp. Folk uppskattar verkligen butiken i trädgårdsrummet och de säger att vi har skapat känslan av en julmarknad!
2020-12-09;Idag hade vi inte många museibesökare, men många besökte butiken!
2020-12-08;Mycket försäljning - nöjda besökare!
2020-12-07;Delat ut personalens julklappar och passat på att sälja lite under tiden:)
2020-12-06;Julbutiken fortsätter att locka många. Många barn på Polkagrisjakt som kommer in och hämtar present!
2020-12-05;Många besökare till julbutiken idag och en del besökare till museét, alla är på gott humör! Härligt! Eva rapporterar att det gick ett brandlarm förvarning, Blekingegården vån 2.
2020-12-04;Fortsatt bra försäljning i vår julbutik. Många passar på att handla sina julklappar hos oss.
2020-12-03;Vårfruskolan kommer och går på egen hand. Holkens förskola kommer med 13 barn och är ute i friluftsparken. Jul butiken är så uppskattad och vi ligger bra till med försäljningen.
2020-12-02;Idag hade Christian ett möte i auditoriet på morgonen. Julbutiken fortsatte under hela dag fram tills kvällsöppet, det har varit väldigt mycket handel i butiken.
2020-12-01;Många kommer och handlar i butiken och uppskattar vår utökade Julbutik. 28 personer kommer för att gå på museet.
2020-11-30;Stängt idag-har röjt upp efter helgens brakförsäljning:)
2020-11-29;En bra start på dagen och full rulle fram till stängning:) Polkagrisjakten var populärare än vi trodde, det väller in barn(och vuxna) som är på godisjakt. Bra försäljning i butik!
2020-11-28;Full rulle med många nöjda och glada besökare! Många kommer bara för att julhandla och uppskattar den utökade julbutiken.
2020-11-27;Ja, vad ska man säga - en fantastisk dag med många nöjda shoppare och besökare av museet. Säkert 15 st kom bara för att titta på moped och flipper.
2020-11-26;Under förmiddagen besökte en förskolegrupp, på 6 barn och en pedagog  från Tomegården, lekutställingen. Utöver det har vi haft ett flertal besökare som kommit hit bara för att besöka vår julbutik! Christian hade också ett möte i auditoriet.
2020-11-25;Julbutiken öppnar!
2020-11-24;Fullt ös med att ställa iordning inför julbutiken. En hel del besökare som bara kommer hit för att handla i butiken.
2020-11-23;Museet stängt
2020-11-22;Inte många besökare på förmiddagen men mellan 14-16 hade vi ganska mycket. Många som uppskattar att vi har öppet och många som bara kommer för att handla.
2020-11-21;Inte många besökare - totalt 39 besökare. Sedan hade vi nägra som bara kom för att julhandla i butiken. Vi kommunicerar till varenda besökare att vårt mysiga kafé är öppet. Har även uppmanat folk Kl 15:55 ringer besökare som har fastnat i hissen. Jag får tag på Eva som genast går dit och hjälper mamma, pappa och bebis i vagn ut ur hissen. Bosse gick med filmteamet som kommer imorgon - de frågade om parkering och jag gav de nummer på platser.
2020-11-20;Idag fortsatta arbetet med julbutiken, men inget mer på programmet.
2020-11-19;Idag kom Plåstrets förskola för att leka i Elsa Beskows sagovärld och Barnenshus kom förbi för att leka på lekplatsen. I Trädgårdsrummet förbereder vi inför Julbutiken.
2020-11-18;Få besökare även idag, men också en del som kommer enbart för att handla i butiken.
2020-11-17;Efter nya restriktioner kommer det väldigt få besökare till museét, en del kommer enbart för att handla i butiken så vi får väl helt enkelt glädjas åt det lilla vi får in. Alla programpunkter är inställda. Bra att vi gått ut med info på alla möjliga sätt-vi blir inte nedringda i receptionen den här gången.
2020-11-16;Stängt idag
2020-11-15;Anna Ode har ryskalas med 6 st 10-åriga tjejer. På papperspysslet med Anna kommer 6 st barn och 6 st vuxna. Det hämtades en julkalender för 450 kr idag och vi hade ett gäng amerkanare som jag bjudit in som spenderade över 2000 kr i butiken. Bengt L har bokat in ett möte för 22 deltagare i Auditoriet med middag som levereras till Trädgårdsrummet.
2020-11-14;Invigning för lilla utställningen "Min kopp" i Hornsbergsalen. I Bosebokyrka var det dop, där Lunds Studentsångare stod för musiken. En medlem höll i ett eget barnkalas i Arkitekternas hus, allt hade gått bra och de var väldigt nöjda! Ett bröllopspar lånade även Bosebo för deras bröllopsfoton. Mycket bra försäljning i butiken, många julklappsinslagningar!
2020-11-13;Tomegapsgården kommer och leker på lekplatsen och en grupp mediaelever från Spyken är här och gör enfilminspelning. Några få betalande besökare en hel del medlemmar som kommer för att stödja Kulturens kafé och titta på utställningar!
2020-11-12;En grupp nioklassare från Maria Montessoriskolan var här under morgonen och besökte Ravensbrückutställningen och en förskolegrupp från Montessoriskolan besökte lekplatsen. Kraftringen fortsatte med inspelningen i Dekanhuset. Elever från Polhemskolan besökte friluftsmuseet. Niklas hade en visning i mopeduttällningen för en grupp seniorer från AstraZeneca. I övrigt har det varit en lugn dag på museet. Under gårdagen kom det nya corona-restriktioner, vilket lett till att restaurangen inte har lunchöppet. Riktigt bra försäljning i butiken idag! Många medlemmar som bara kommer för att handla!
2020-11-11;Kraftringen har varit här idag och spelat in i dekanhuset, små historier som ska de ska länka till på deras elskåp. Till Karins visning 3XKök kom det 4delatagre, alla mycket nöjda. Kvällens fördrag i samarbete med Lunds Trädgårdssällskap ställdes in.
2020-11-10;Inget program idag.
2020-11-09;Stängt
2020-11-08;Idag var det medeltidskalas som Alma höll, väldigt uppskattat av de 17 barnen som deltog. Två omgångar smide i smedjan idag. Till introvisningen kom det tyvärr ingen men till Niklas Farsdagsvisning i Moped kom det 3 personer.
2020-11-07;Helt okej med besökare idag, lite trögt på förmiddagen men tog fart efter 12. Alma höll i ett ryskalas för ett gäng 9-åringar. Tyvärr kom det ingen till den korta introduktionen. Smedjan hade intensiv kurs under dagen. Bra försäljning i butiken!
2020-11-06;Lugnt med besökare idag. En grupp på sju besöker lekutställningen. Packning av julkalendrar fortsätter! Kurs i smedjan ikväll.
2020-11-05;En lugn dag med besökare men julstöket har börjat i butik. Nu packar vi julkalendrar som vi tog beställning på i oktober. Montessoriförskolan Trappan har varit här idag och haft picknick och lekt i lekutställningen. Två körkortsuppdateringar idag, antal? Både eftermiddags och kvällsmide idag.
2020-11-04;Måsens förskola besökte museet på egen hand under förmiddagen. På eftermiddagen hade Anders Jansson en visning om Kulturens fotosamling med … besökare. Kvällen var lugn med mycket få besökare, de som kom till museet gjorde det för att se Moped-utställningen.
2020-11-03;Stillsam dag med få besökare. Marias presentation för Digitala kulturstudenter ställdes in. Vi har fått en praktikant från Äventyrsgymnasiet som är hos oss i tre veckor, superbra med extra hjälp till alla paket som ska slås in till adventskalendrarna. Kvällssmide i smedjan.
2020-11-02;Avdelningsmöte och Personalmöte i Auditoriet.
2020-11-01;Höstlovsaktiviteterna avtar men folkströmmen har minskat. Medeltidskalas med 3 bar och 5 vuxna. 4 barn och 3 vuxna kommer och pysslar med Anna Ode. Anders har smideskurser i Hylla med 7 barn som smider.
2020-10-31;Många nöjda och köpsugna besökare idag! Anna Ode håller i spökpyssel i verkstan 16 barn 14 vuxna. Till barnteatern kom 8 stycken och till introduktion till Kulturen med Ola kom 5 personer. Prova på smide mellan 13-16 -  alla 12 platser fylldes. På rysliga platser kl 13:30 kom 28 st och 14:30 kom 12 st. Otroligt bra försäljning i butik idag!
2020-10-30;På morgonen var en liten förskolegrupp från Montessoriskolan hos oss för att besöka lekplatsen. Anna T hade pyssel i verkstaden idag igen, idag för 17 vuxna och 25 barn. Anna hade också två visningar med rysliga platser på museét, båda visningarna hade 26 åhörare.
2020-10-29;Anna Tegnér höll i höstlovspyssel för 13 vuxna och 22 barn. Under eftermiddagen hade vi två fullbokade spökvandringar i parken, dock uteblev några besökare. På första visningen var det 30 åhörare och på andra visningen var det 32. Vi har fått en del samtal från människor som undrar om vi har öppet och en del samtal från peroner som vill få plats på våra fullbokade visningar.
2020-10-28;Nyvångsskolan från Kävlinge kom på besök i lekutställningen, 21 barn och 4 vuxna. Till Almas pyssel kom det idag 9 vuxna och 17 barn. Två spökvandringar som var fullbokade, dock uteblev några stycken. Kvällsteater för barn, Sigrid och Draken i Auditoriet som också är slutsålt. Ficklampspromenad i parken ikväll och kvällssmide i smedjan. Ficklampspromenaden var mycket populär! Många många samtal under dagen om nya restriktioner och hur vi förhåller oss till dem samt frågor om deltagande på diverse höstlovsaktiviteter.
2020-10-27;Alma har pyssel i verkstan 10:30-12:30 och 16 vuxna och 17 barn deltar. På Spökvandringen både kl 13 och 14 var det fullbokat. Det är även fullbokat till kvällens båda Spökvandringar för lite äldre barn. Vi har även två omgångar kvällssmide i smedjan.
2020-10-26;Öppet under höstlovet. Idag på programmet hade Alma ett Halloween-pyssel med 14 vuxna och 22 barn i verkstaden. Kristina och Olle hade två rysliga visningar, båda var fullbokade. Tomelillabygdens församling var här med en grupp konfirmander och fick en guidad tur av Madeleine i Ravensbruckutställningen. Två omgångar kvällssmide i smedjan.
2020-10-25;Höstlovsaktiviteterna fortsätter! Det pysslas i verkstaden med Erika, 22 vuxna och 26 barn. Två omgångar Rysliga platser med Erika. Första deltog 6 barn och 4 vuxna. På andra 2 barn och 1 vuxen. Två st eftermiddagssmide i smedjan och sedan två omgångar kvällssmide. Bra försäljning i butiken, flera som redan börjat köpa julklappar.
2020-10-24;Idag börjar höstlovet på Kulturen! Spökpyssel i verkstaden lockade 20 barn och 23 vuxna. Medeltidskalas i Dekanhuset där deltagarna var mycket nöjda. Vi firade Fndagen med föredrag i auditoriet och efterföljande fika för deltagarna. Till Evas introvisning kom det 3 vuxna och 1,5 barn. 2 st Rysliga platser omgångar, lite rörigt med deltagare som inte uppfattade var samlingspunkten var och sedan blev sura trots att de fick gå med på runda nr2 istället. MK Ringen och HP Moppers var här nästan hela dagen och var på så gott humör:) de älskade utställningen!
2020-10-23;Lilla skolan kommer och leker i Elsa Beskow. Besök av Komvux i Lund som går på Friluftsmuseet.  Studieförbundet Vuxenskolan har smideskurs i Hylla Smedja.
2020-10-22;Olle har två visningar i Metropolis för Olympiaskolan och Flygelskolan. Olle ger även en snabbguidning för tre studenter från Lunds universitet som inte hade bokat. Grundsärskolan i Landskrona 16 pers besöker i lekutställningen. En grupp på 25 från gymnasieskolan Spyken går på egen hand i Modernismen. Två omgångar smidekurser. Under kvällen hade Bengt L Andersson och Knutsgillet en stämma i Auditoriet och middag i Trädgårdsrummet för 30 gäster.
2020-10-21;Filminspelning i Onsjöstugan med Sparbanksstiftelsen Finn. Elever från Järnåkraskolan Årskurs 4 har även idag  haft visningar i Metroplolis och Dekanhuset. 11 pers från Tomegårdens förskola har varit här på egen hand i Elsa beskows sagovärld. Per Larsson höll i en presentation för 5 personer (personal)i Hornbergssalen. Olle höll i en visning Kulturens vagga för 7 personer. Körkortsuppdatering för 25 personer som gått runt i våra utställningar. Alfa laval har bokat en privat visning av Moped 16.00-17.00 för 15 personer. Vi har styrelsemöte i Nordenstedska. Denna onsdagkväll var det en trädgårdsvisning för 25 personer som Kristina höll i. Det var även ett fullsatt föredrag med Ulla Hård i samarbete med Lunds Trädgårdssällskap. Sist men inte minst under denna fullspäckade dag så avslutades kvällen med två omgångar smide i smedjan.
2020-10-20;Järnåkraskolan har varit här och och sett Metroplolis och dekanhuset. Studentkårens förskola kom hit för att leka på lekplatsen. Två omgångar kvällssmide i smedjan. Bengt Ls middag blev tyvärr delvis inställd (visning, mötet i auditioriet och middagen i trädgårdsrummet), blev snittar och vin ute vid restaurangen och take away-middag.
2020-10-19;Två omgångar smide i smedjan och 2frp senap sålda! Bra dag!
2020-10-18;En solig och fin dag! Många kommer till oss för att besöka mopedutställningen och Tilt. Ett besökarpar berättade att de hade besökt oss för några månader och då varit mycket nöjda, idag var de minst lika nöjda! De sa att de ser fram emot att besöka oss under butikens julmarknad. Vi har på det stora hela haft många riktigt glada och trevliga besökare idag. Till Olas introduktionsvisning kom det två besökare. Fin försäljning i butiken hela helgen, kul!
2020-10-17;Alma höll i ett medeltidskalas under eftermiddagen, det var uppskattat. Konsthelgen/kvällen drog mycket folk, vi hade fri entré under kvällen. Många hade förbokat plats till visningarna i "Moped och Tilt". Samtliga visningar blev till slut fullbokade!
2020-10-16;Gymnasieskolan Vipan går på egen hand. Olle har visning med Komvux grupp. Disputation i auditoriet med eget mingel i parken mellan 14-15. Olle har visning med Polhemsskolan. Smideskurs i Hylla smedja.  En hel del danskar kommer för att se Friluftsmuseet och de tycker vi har ett fantastiskt museum!!
2020-10-15;En grupp på 55 personer från S:ta Maria folkhögskola har två separata visningar i friluftsmuseet med Olle. Johanna L-J har en visning av Friluftsmuseet med Naturbrukselever från Svalöfs gymnasium.  Montessori Bjerred går på egen hand i Friluftsmuseet. Mycket danskar även idag då det är lov i Danmark.
2020-10-14;20 elever från Vipeholm kom redan vid 8.30 för att få en tur i Sapmi med Olle, som många av dem tackade fint för:) Från Vårfruskolan kom det 45 barn idag som gick runt på egen hand. Yvonne höll i andra delen av körkortsutbildningen för 7 personer. Till Anders visning Erotik kom det tre deltagare... vi har kvällsöppet men ingen särskild aktivitet. Två omgångar kvällssmide i smedjan.
2020-10-13;Fortfarande många besökare till Moped&Tilt! Så kul med den helt nya besökaren-moppegubben! Fin försäljning i butiken, vi får mycket positiv feedback på sortiment- det är roligt att höra att vi tänker rätt! Två omgångar smide i smedjan kvällstid.
2020-10-12;Idag kom det 5 pers från Lärvux7Komvux-de skulle egentligen guidats av Kristina, men hon var tyvärr sjuk. Istället gick de i Vita Huset och tittade på  Metroplois och En stund i Lund. Niklas har haft 2 journalister från Jönköping på besök. 2 omgångar kvällssmide i smedjan.
2020-10-11;Erika har ett medeltidskalas med skattjakt för 24 7-åringar. Ett gäng med 20 moppe-herrar kommer i grupp och börjar med att fika i kaféet (förbeställt med Mitch)och går sedan vidare och tittar på moped och tilt. 2 st smideskurser idag.  Ingen besökare var intresserad av introvisningen 13.30. Vi har haft en rörig dag eftersom det gått upprepade rökalarm i diverse hus under hela dagen. Brandkåren kom hit 2 gånger så värdarna har haft fullt upp med att svara på deras frågor och få hjälp med att lösa problemet. Trots det en härlig dag med många besökare och glada kunder i butiken:)
2020-10-10;Mycket besökare som kommer för att se Moped, Tilt och Elsa Beskow. Jättebra försäljning i butiken idag! Många familjer kommer med 3 genarationer för att umgås utomhus. Härlig stämmning över lag. Mer män än vi någonsin har haft under mina 10 år på Kulturen!
2020-10-09;Idag har det varit en fin och solig höstdag. Vi hade besök av Spyken som gick sjäva på Metropolis, de var 25 stycken. Röda Korset kom på besök och de var 9 stycken. Maria och Elena blev intervjuad av Sveriges Radio inför kommande julmarknad och julprogram. Under kvällen var det en kurs i Smedjan.
2020-10-08;Annika har en visning i "Röster från Ravensbruck" för en klass från Spyken. Från Lilla skolan kommer fem barn och fem vuxna och går på egen hand. En grupp från psyk besöker kaféet och går runt på egen hand. Vuxenskolan har två kurser i smedjan.
2020-10-07;Idag har vi haft Körkortsutbildning för lärare, 7 st under ledning av Yvonne och Annika. Anders hade en visning kl14 då han berättade med tema Ida Ekelund-till denna kom det 3 personer. Kvällsöppet och under kvällen är det 2 omgångar smideskurs i smedjan. Många besökare, till både Moped och Tilt, och de är uppskattade! Under kvällen kom det lite besökare, de flesta kom för de tillfälliga utställningar.
2020-10-06;Flera förskolor på besök idag, Äpplet, Tomegården och Holken lekte på lekplatsen. Rörsjöns förskola fick en visning av Yvonne och Annika. Lunds dans och musikalgymnasium besökte Modernismen och Polhemsskolan besökte Moped och Tilt! I smedjan är det två omgångar smideskurs kvällstid.
2020-10-05;Avdelningsutflykt PoF-till Eslövs leksaksmuseum, väldigt roligt!
2020-10-04;Även idag fortsätter det vara bra tryck till Moped och Tilt. Anna har medeltidskalas för en grupp sexåringar. Flera barn har varit på mopeden i entrén, ett barn även satt på den. Kanske det behöver någon form av avspärrning för att göra det mer tydligt?
2020-10-03;Bra tryck till både Moped och Tilt, både unga som gamla. Ett livligt gäng på 16 barn hade ryskalas med Anna. Till den korta introduktionen kom det tyvärr ingen. Det var även två kurser i smide.
2020-10-02;Kajsa själv i butik idag. Mycket folk som kommer på moped-utställningen - riktiga moppe-enthusiaster! Lunds Dans och musikalgymnasium kommer och går på egen hand i Modernismen. Och vi har mycket folk som shoppar i butiken.
2020-10-01;Skapande skola - Fokus Sapmi med Backaskolan och Lerbäcksskolan idag. Monica har visning av friluftsmuseet med Skatteverket. Rie Hägerdahl dyker upp (oväntat:))med en grupp med cirka 20 personer som åt medhavd lunch i Trädgårdsrummet. 2 ggr smideskurs idag. Vi sålde 4 nya medlemskap idag :)
2020-09-30;Under onsdagen var det fortsatt på programmet "Skapande skola". Det var idag två skolor, Idalaskolan och Apelskolan som besökte fokus sapmi. Drottning Blankas Gymnasieskola gick själva på uppklädd. Annika skulle ha haft en visning i friluftsmuseet med temat Hygien och hälsa, till visningen kom det tyvärr ingen. Under kvällen hade vi en ficklampspromenad, till den kom det 13 barn och 8 vuxna. Det var även en kurs i smide inne i smedjan.
2020-09-29;Idag har vi haft Tunaskolan på besök med skattjakt i Metropolis. Österskolan och Lerbäcksskolan Åk3 har båda varit här på Skapande skola Sapmi. Vi fick också (oväntat:)) besök av Smålands Gille 35 pers. Kulturskolan kom för att besöka BokKulturen, 9 pers. Under eftermiddagen har Yvonne haft körkortsuppdatering för 17 lärare/pedagoger. Dagen avslutas med två omgångar smide i smedjan.
2020-09-28;PoF hade avdelningsmöte i Verkstaden och i Auditoriet var det personalinfo. På kvällen en smideskurs.
2020-09-27;Lugn dag efter gårdagens invigning. Många besökare kom för att se Moped och Tilt!. Två personer följde med på Evas introdution av museet. Det var även två omgångar smide i Smedjan.
2020-09-26;Invigning av Moped och Tilt! Livlig dag med många besökare och mycket att göra! Det hölls invigningstal för Tilt! vid tre tillfällen (11, 11.30, 12) under förmiddagen, och för Moped vid tre tillfällen (13, 14, 15) under eftermiddagen. Det pågick aktivitet på hela museiområdet. Ungefär 500 personer besökte museet under dagen.
2020-09-25;Idag har vi haft dåligt väder och mycket på schemat. Pressvisning av Tilt! och Moped för 7 journalister. Vi hade också besök av en skolklass från Lerbäckskolan som gjorde Skapande skola med Annika och Olle samt 30 elever från Katedralskolan som besökte Ravensbrück-utställningen. Ett barn önskade en roligare lekplats, med en stor klätterställning! På eftermiddagen var det personalvisning i de två nya utställningarna och klockan 15 höll Claes Johansson ytterigare en visning av moped-utställningen, denna gång för 13 medlemmar och under kvällen var det smide i Hylla.
2020-09-24;Under förmiddagen besökte en tredjeklass från Backaskolan oss för att göra Skapande skola, och Monika hade en visning i friluftsmuseet för en gymnasieklass från Nils Fredriksson Utbildning. Studieförbundet hade två svartsmide-kurser.
2020-09-23;Idag hade vi besök av Hagalundskolan som var på Skapande skola - projekt Fokus Sapmi. Polhemsskolan Gy2 har varit här på egen hand under förmiddagen. Holkens förskola kom och lekte på lekplatsen. Till Karins visning Att vara satt på undantag kom det…Två omgångar smide i smedjan denna kväll. Under kvällsöppet var det filmvisning och samtal i samarbete med Lunds trädgårdssällskap med 35 glada besökare.
2020-09-22;Tunaskolan kommer med åk 3 och gör en skattjakt i Metropolis. Annika kör Ung Förr visningen två gånger med mindre grupper från Staffanstorps Montessoriskola åk 1 och de leker på lekplatsen. Uggleskolan åk 3 kommer på Skapande skola i Fokus Sapmi. Polhemsskolan kommer och går i Thomanderska, Bosmålatorpet och Allmogehallen. Hvilans 2:a gymnasiet kommer och har sin historia lektion på museet. Studieförbundet Vuxenskolan har svartsmide i Hylla.
2020-09-21;Butiksmöte 9-12
2020-09-20;En till fin dag med sol och värme! Anna Tegner håller i blomsterpyssel i verkstan och 12  vuxna och 16  barn kommer. En hel del nya lundastudenter kommer med sina familjer idag.
2020-09-19;Underbar dag med sol och värme! Tyska Kyrkan från Malmö kommer och spelar in julföreställning och tar bilder. Erika har ett barnkalas med 21 barn och 4 vuxna - de var supernöjda (1600 kr betalades i kassan). Väldigt många kommer och tar för givet att Kulturen deltar i Kulturnatten och att det är gratis inträde - många ifrågasätter varför vi inte deltar. Vi borde kanske haft en skylt ute vid grindarna där det tydliggjordes att vi inte deltog i år och varför. Ola hade en kort introduktion med 3 besökare.
2020-09-18;Det var en strålande och fin fredag på museet. Skapande skola fortsatte även idag och vi hade besök av 23 elever och 4 lärare från Lingua Montessori. Skatteverket kom på egen hand och gick på museet - de efterfrågade en introduktion till museet - så det levererade vi. De var så nöjda och glada. Under eftermiddag och kvällen var det en smidekurs i Smedjan. Den sista timmen sålde vi för nästan 4000 kr i butik! :)
2020-09-17;Under förmiddagen besökte en förskolegrupp om 11 barn vår lekplats och en skolklass om 21 elever från Uggleskolan var på Skapande Skola. 2 smideskurser i Hylla smedja idag. Under kvällen hade Bengt L möte i trädgårdsrummet, 25 deltagare.
2020-09-16;Första dagen lågsäsong, under fömiddagen hade vi Skapande skola och det kom 11 pers från Vallkärra skola. Till Charlottes visning Uppklädd kom det 13 personer. 2 omgångar kvällssmide i smedjan. Under kvällen hade vi framför allt besök av medlemmar, men några av kvällens besökare var här för första gången! En besökare önskade mer information om våra utställningar ute vid grindarna.
2020-09-15;Det har varit änny en lugn dag med få besökare, flera av dem danska turister. Två skolklasser i åk3 till Skapande skola med Olle och Kristina. Vuxenskolan har kurs i smedjan.
2020-09-14;Måndag tjohej! På morgonen hade vi bokat studiebesök från Komvux, 5 pers. Kristina visade skolträdgården och verkstaden. Två omgångar smideskurs kvällstid. I övrigt en väldigt lugn dag med få besökare.
2020-09-13;En lugn söndag. Till Olas introduktion kom 3 personer.
2020-09-12;Bra med besökare i dag. Många barnfamiljer som på vägen ut säger att de har haft ett toppenbesök! Till dagens korta introduktion kom 4 personer. Precis vid stängning kom det världens ösregn så flera besökare väntade inne i butiken och passade på att handla.
2020-09-11;Idag fortsatte Skapande skola - projekt Fokus Sapmi med Kristina och Olle. Tredjeklasser ifrån Vårfruskolan var på tur och totalt 21 stycken kom. Totalt kom det 56 stycken ifrån Gymnasieskolan Spyken som gick i två grupper på egen hand i Ida Ekelund- Jag ser dig. Waldorfskola åk 8 kom och besökte Textilt och Borgarhuset med fokus på 1700-talet, de var totalt 20 stycken. I Smedjan hade vi en kurs i smide.
2020-09-10;En förskola besökte lekplatsen under morgonen. Tunaskolan åk 8 har kommit i omgångar med tre klasser och besökt Tidernas rum samt Folkkonst och design. Olof A visar en klass teknikelever från Polhem friluftsmuseet. Två kurser i smedjan.
2020-09-09;Idag kom Holkens förskola och lekte på lekplatsen, 10 barn och 2 vuxna. Senare hade vi besök från Vegaskolan till Skapande skolaprojektet, 25deltagare. Karin Hindfelt höll en eftermiddagsvisning med tema Kulturen innan det blev Kulturen, till den kom det 3 glada deltagare. Ingen kvällsaktivitet förutom fyra omgångar smide i Smedjan med Vuxenskolan. Väldigt lugn kväll!
2020-09-08;Instutitionen för Kulturvetenskaper har föreläsning i auditoriet (30 st). Teknikelever från Polhemskolan kommer för arkitektur och byggnadsverk. Skapande skola med Backaskolan åk3 i Fokus Sapmi.  Fredrik G har en visning med Polhemsskolan i Friluftsmuseet.
2020-09-07;Ny vecka! 16 elever från Spykens estetiska program var här ocvh tittade på utställningen Modernismen. Vi har haft 2 grupper från Svenska kyrkan, 22 personer resp. 16 personer, som har workshoppat med Annika i Ravensbrukutställningen. De har också besökt Jag ser dig, på egen hand. Kvällssmideskurs i smedjan i två omgångar denna dag.
2020-09-06;Under söndagen var det relativt lugnt med några besökare. Alma hade ett ryskalas för Märta som hade fyllt år, på kalaset var det 16 barn och 3 vuxna. Till en kort introduktion av friluftsmuseet kom det 1 barn och 6 vuxna, varav 2 fick en visning på engelska. Arbetet med mopedutställningen har fortsatt.
2020-09-05;Idag var det en del besökare som kom till museet. Ola höll i en kort introduktion till friluftsmuseet, till den kom det 2 vuxna åhörare. En av våra unga besökare såg fram att leka i Elsa Beskow och hon önskade att den kommande lekutställningen skulle vara Pippi eller Bamse. Bakom kulisserna har det varit aktivitet i textil- och lundahallen då mopedutställningen börjat byggas.
2020-09-04;Inte så mycket på programmet idag. Elever i bildteori från LBS Lund besöker på egen hand Modernismen. Och i smedjan höll vuxenskolan en smideskurs. En i övrigt väldigt lugn fredag på Kulturen!
2020-09-03;Förskolan Barnens hus leker en stund på lekplatsen. Järnåkraskolan har två visningar i Bokkulturen med Monica. Plåstrets förskola besöker lekutställningen. Yvonne visar friluftsmuseet för en klass från Mariaskolan. 2 smideskurser med Vuxenskolan i Hylla Smedja. Mycket medlemmar idag och bra försäljning i butik!
2020-09-02;Även idag kom Förskolan Holken för att leka på lekplatsen och Järnåkraskolan åk8 hade två visningar Bokkulturen med Monica L. Fyra omgångar smide i smedjan idag och till kvällens visning om Kvinnorna i husen med Karin H kom det 9 vuxna och en under 18. Kvällen var annars väldigt lugn, så det är absolut bra med kvällsprogram för att dra till besökare.
2020-09-01;Strålande sol idag! Förskolan Holken kommer och leker på lekplatsen. Järnåkraskolan åk 8 har två Bokkulturen visningar med Monica Lennartsson kl 8:20 och 13:30. Elever i bildteori kommer från LBS Lund och går på egen hand i Modernismen. Instutitionen för Kulturvetenskaper har föreläsning i Auditoriet och intar sedan lunch på vårt kafé. Smideskurs Studieförbundet Vuxenskolan. Strömavbrott mellan 16:50-17:07. Bra kommunikation med värdarna när vi genomgick denna "situation". Inte så många besökare kvar. Tryggt att ha 2 värdar för att säkra museet igen.
2020-08-31;Idag var Hornsbergssalen bokad för ABM som hade uppstart för den nya terminen. I Auditoriet hade vi Personalinfo som även sändes via Teams. PoF hade ett avdelningsmöte i Nordenstedska huset.
2020-08-30;Sista ruschen till CJDG, många besökare som bara ser den utställningen. Vi har haft flera omgångar smide idag. Erika har haft ett ryskalas för glada barn. Arkeologidagen inställd. Till den guidade turen av museet kom det ingen intresserad. Vi har städat och flyttat runt i butiken dvs roat oss...
2020-08-29;Härlig dag med mycket som händer, startade med en åskknall och sedan solsken hela dagen! Vi har haft 2 omgångar smide i smedjan. Erika har arrangerat 1 uppskattat barnkalas och sedan Tygtrycksaktiviteten dit det kom det 20 barn och 19 vuxna. Till den guidade visningen av museét kom det ingen besökare. Många besökare kommer för att se CJDG innan den försvinner.
2020-08-28;Idag hade Lund University Graduate School ett evengemang under morgonen och förmiddagen. Det var ca 100 personer på området (Auditoriet, Trädgårdsrummet, gräsmattorna vid Nordensstedska, Herrehuset och Bosebo kyrka), uppdelat i fyra mindre grupper. Där bland annat teambuilding och visningar med Annika och Anna Tegnér var på programmet.
2020-08-27;Även idag kommer Tunaskolan i mindre grupper, 93 elever. 15 elever och en lärare besökte museet ifrån Drottning Blankas Gymnasieskola Lund. Några från Lund University Graduate School förbereder i auditoriet inför morgondagen. Det var sista dagen med utställningen "Husmöten", det kom några sista besökare för att se den. Flera passar på att se CJDG innan den tas ner. Två kurser i smedjan.
2020-08-26;Tunaskolan kommer i mindre grupper under dagen, totalt 60 elever. Annika har två visningar på engelska för Lunds universitet, Externa relationer. Christian har visning för Vipan Gymnasiesärskola, 11 personer, CJDG. Finissaget för Roger Marmdal är inställt. Två smideskurser i smedjan idag. Ingen kvällsaktivitet. Störtregn och solsken om vartannat hela dagen. Under kvällsöppet meddelade besvikna besökare att kaféet var stängt och obemannat.
2020-08-25;Idag har Annika haft 2 visningar för Universitetet på engelska som var väldigt uppskattade. Många som kommer för att se CJDG och Roger marmdal denna sista vecka innan vi tar ner utställningarna. Även ikväll är det smideskurs i smedjan. Det hålls också en AW i restaurangen för att fira av Birthe en extra gång:)
2020-08-24;En alldeles lagom dag, lagom med besökare och lagom med annat att kolla upp. Vi har börjat planera inköp till Moped&Tilt. Fortfarande många besökare som vill se Roger Marmdals teckningar. Även ikväll är det smide i smedjan.
2020-08-23;Lite lugnare tempo idag men ändå bra med besökare, de flesta av dem var medlemmar. Det fortsätter komma många för att se Rogers teckningar. Till Olas intro av friluftsmuseet kom det 3 personer.
